Tour_ID,country,continent,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_id8ksdbif0,Namibia,Africa,25-44,Alone,0,1,Business,Hunting Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,Yes,No,No,No,4,0,No,Normal Cost
tour_id8jgy5yx4,Netherlands,Europe,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_id6hxhupt6,United States of America,North America,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,10,0,No,Normal Cost
tour_idorfjv2pq,India,Asia,45-64,Friends/Relatives,2,6,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_idsa5hcuzr,France,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,5,Yes,Higher Cost
tour_idjv0ant7a,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,5,5,Yes,High Cost
tour_id6hogdyuh,United States of America,North America,45-64,Alone,1,0,Visiting Friends and Relatives,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,13,0,No,High Cost
tour_idrigt9iqc,Germany,Europe,45-64,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,High Cost
tour_iddgknga48,Germany,Europe,18-24,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,3,Yes,High Cost
tour_idifj8u35y,United Kingdom,Europe,25-44,With children,2,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,60,0,No,Low Cost
tour_idmpfqqocj,China,Asia,25-44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,9,4,Yes,Normal Cost
tour_idw4l8jp6e,Rwanda,Africa,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idnujrm8pp,Uganda,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,6,0,No,Lower Cost
tour_idts1pwqlg,Zambia,Africa,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,Others,Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Low Cost
tour_idohtxwx5u,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Yes,High Cost
tour_iduqqndwbl,Germany,Europe,25-44,Spouse and Children,2,3,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,4,Yes,Higher Cost
tour_iddtd2fpyf,Germany,Europe,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,High Cost
tour_idfnnalse5,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,1,13,Yes,High Cost
tour_ido4o9c8np,Australia,Australia,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,8,3,Yes,Normal Cost
tour_idkpw4i6hf,Romania,Europe,18-24,Spouse,1,1,Other,Hunting Tourism,Others,Package Tour,Yes,No,No,No,No,No,No,0,10,Yes,Higher Cost
tour_idyu9nsga5,Uae,Asia,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Higher Cost
tour_idgfxi7cpx,Australia,Australia,25-44,Friends/Relatives,2,0,Scientific and Academic,Conference Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,42,7,Yes,High Cost
tour_idxwr7imki,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,8,Yes,Higher Cost
tour_idus2gd57k,Italy,Europe,25-44,Friends/Relatives,2,3,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,7,Yes,Higher Cost
tour_ido0hxnzje,United Kingdom,Europe,25-44,Friends/Relatives,1,2,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,3,1,No,Higher Cost
tour_idebndexae,France,Europe,25-44,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idnk5881v5,Zimbabwe,Africa,45-64,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_id75p97t0n,South Africa,Africa,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,3,No,Normal Cost
tour_idomfr0zym,United States of America,North America,65+,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost
tour_idmnn0p8ht,Norway,Europe,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,3,2,No,Higher Cost
tour_idf7jk8ukt,France,Europe,25-44,Spouse and Children,1,3,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,Yes,Higher Cost
tour_idkok1szv8,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,Normal Cost
tour_idi1hq52ei,United Kingdom,Europe,18-24,Friends/Relatives,2,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,26,0,Yes,Normal Cost
tour_id57fdr16q,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_id0ieq36x4,Czech Republic,Europe,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,No,No,No,No,No,No,8,0,Yes,Normal Cost
tour_id4gun6ven,Ireland,Europe,25-44,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,8,3,Yes,Normal Cost
tour_idntyhxqxg,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,9,Yes,High Cost
tour_id40mmdx5o,France,Europe,18-24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,30,9,Yes,Higher Cost
tour_ide5m6zelp,United States of America,North America,45-64,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,Higher Cost
tour_idrwszxzco,United States of America,North America,18-24,Alone,1,0,Scientific and Academic,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,60,0,No,Normal Cost
tour_idklbc1694,United States of America,North America,45-64,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,18,0,Yes,Higher Cost
tour_id07y5pb6x,United States of America,North America,25-44,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id95hch5a4,Uganda,Africa,25-44,Friends/Relatives,0,2,Meetings and Conference,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Normal Cost
tour_id8un836ut,Australia,Australia,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,Higher Cost
tour_id59o81d2o,Germany,Europe,45-64,Spouse and Children,2,2,Leisure and Holidays,Beach Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,13,No,Higher Cost
tour_idfnbrr33f,Spain,Europe,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,3,Yes,Normal Cost
tour_idgkq6uzzx,United Kingdom,Europe,65+,Spouse,1,1,Leisure and Holidays,Business,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_idfylep9y1,Italy,Europe,25-44,Spouse and Children,2,2,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,0,7,No,Higher Cost
tour_idgo5k5arq,Uganda,Africa,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,Trade fair,Independent Tour,No,No,No,No,No,No,No,14,0,No,Lower Cost
tour_idfx7rhber,New Zealand,Australia,45-64,Friends/Relatives,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,5,No,High Cost
tour_id83h9mq64,Australia,Australia,25-44,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,3,Yes,High Cost
tour_idm2peoe3g,Zimbabwe,Africa,25-44,Friends/Relatives,0,2,Other,Hunting Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idcf89pi1l,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,8,Yes,Higher Cost
tour_idzm2xzejz,Zambia,Africa,25-44,Alone,0,1,Business,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_id7mnl0blp,United States of America,North America,65+,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,No,6,0,No,High Cost
tour_ido9ta2lbg,United Kingdom,Europe,18-24,Alone,0,1,Volunteering,Hunting Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,14,0,Yes,Normal Cost
tour_idzoi2so7f,France,Europe,45-64,Alone,0,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,13,0,Yes,Normal Cost
tour_idxizn070t,Switzerland,Europe,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,2,17,Yes,Normal Cost
tour_iduwbk2c7t,Norway,Europe,45-64,Alone,0,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,11,3,No,Lower Cost
tour_id4npaogcb,Spain,Europe,45-64,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,High Cost
tour_idce8ty21z,Italy,Europe,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,35,No,Higher Cost
tour_idm38eh84j,France,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,No,Yes,Yes,No,Yes,No,6,6,Yes,Higher Cost
tour_id0ogrnmwh,Germany,Europe,45-64,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,6,0,No,Normal Cost
tour_idf0ddzjbf,Australia,Australia,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost
tour_idctdnmlme,United States of America,North America,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,Others,Independent Tour,No,No,No,No,No,No,No,3,0,No,Low Cost
tour_ids5whnjxh,South Africa,Africa,25-44,Friends/Relatives,2,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
tour_id49k931ij,United Kingdom,Europe,25-44,Friends/Relatives,1,2,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,0,Yes,High Cost
tour_idvuuw4cho,Norway,Europe,25-44,Friends/Relatives,2,3,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,9,5,Yes,High Cost
tour_idvzfaxiah,Sweden,Europe,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_id951tr9i0,United Kingdom,Europe,65+,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,6,0,Yes,Low Cost
tour_idlk8kag0e,Zambia,Africa,25-44,Friends/Relatives,1,1,Business,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_id4p8fn0yq,Poland,Europe,25-44,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,7,2,No,Normal Cost
tour_iduk1totmx,Zambia,Africa,25-44,Alone,1,0,Other,Hunting Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,7,0,Yes,Lower Cost
tour_id9l0lg7z0,Italy,Europe,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,2,5,Yes,High Cost
tour_id5m41j20c,Uae,Asia,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Normal Cost
tour_idxl3xzbsv,Italy,Europe,25-44,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0,7,Yes,High Cost
tour_idcktqbpjm,South Africa,Africa,45-64,Friends/Relatives,0,3,Business,Wildlife Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idqttgwbc3,Philipines,Asia,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,2,0,Yes,Higher Cost
tour_idru4azbog,Germany,Europe,18-24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idywm1xhp1,Qatar,Asia,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Normal Cost
tour_id42p9kti0,Zimbabwe,Africa,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idzbzc9aag,Germany,Europe,65+,Friends/Relatives,3,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_idxzqds5u7,Germany,Europe,45-64,Friends/Relatives,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,5,Yes,High Cost
tour_idgdyk6h33,Germany,Europe,45-64,Spouse,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,7,1,No,High Cost
tour_idtb2pt7dl,Switzerland,Europe,18-24,Friends/Relatives,1,0,Volunteering,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,29,3,Yes,Normal Cost
tour_idm7n7c1uz,Kenya,Africa,25-44,Friends/Relatives,2,0,Visiting Friends and Relatives,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,13,0,Yes,Lower Cost
tour_idji3kpg40,Drc,Africa,45-64,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Lower Cost
tour_id2gmo50pg,Canada,North America,25-44,Friends/Relatives,2,0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,12,0,Yes,Low Cost
tour_idfzawdtxc,United States of America,North America,65+,Friends/Relatives,0,3,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,Yes,Yes,Yes,No,No,No,11,2,Yes,Higher Cost
tour_ide9urtloz,Canada,North America,65+,Spouse,1,1,Medical,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,19,0,No,Higher Cost
tour_id199f82v9,United States of America,North America,25-44,Friends/Relatives,2,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
tour_idh1qkun89,Australia,Australia,45-64,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,No,No,20,0,Yes,High Cost
tour_idp6b8vzmf,Australia,Australia,18-24,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,8,7,Yes,Normal Cost
tour_iduv2kdh2e,United Kingdom,Europe,45-64,Spouse and Children,3,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,Yes,Yes,No,No,No,No,No,0,6,Yes,Higher Cost
tour_idehlxw47f,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idbuwxf10q,United Kingdom,Europe,18-24,Alone,1,0,Volunteering,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,26,2,Yes,High Cost
tour_idhdmplesc,South Africa,Africa,25-44,Friends/Relatives,1,1,Business,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_idlgay54ff,Netherlands,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,Higher Cost
tour_id0q0bb6ky,Canada,North America,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Higher Cost
tour_id1vnyrg7x,Australia,Australia,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
tour_iduirz6pfa,Qatar,Asia,45-64,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,Yes,Normal Cost
tour_idpach852v,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,14,0,Yes,Normal Cost
tour_idheago8ki,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,18,8,Yes,Highest Cost
tour_idlwtm8972,Spain,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,4,Yes,Higher Cost
tour_idm9pemfb9,Japan,Asia,45-64,Alone,1,0,Leisure and Holidays,Conference Tourism,Tanzania Mission Abroad,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,High Cost
tour_id4c8bi4zw,India,Asia,25-44,Alone,1,0,Business,Wildlife Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,6,0,Yes,Normal Cost
tour_idnta0wm8o,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,5,Yes,High Cost
tour_iddyjku73v,Italy,Europe,45-64,Spouse,1,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,11,0,No,Normal Cost
tour_idjekzpael,United States of America,North America,45-64,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_ids5w3w2le,United Kingdom,Europe,45-64,Alone,0,1,Business,Conference Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idc0vslrrp,Poland,Europe,25-44,Friends/Relatives,3,2,Other,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,26,0,Yes,Normal Cost
tour_idgezqhwrb,Belgium,Europe,18-24,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,17,0,Yes,Normal Cost
tour_idb3wy45q1,United States of America,North America,25-44,Friends/Relatives,4,7,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,14,5,Yes,Higher Cost
tour_id5gdrj3yb,United States of America,North America,45-64,Alone,0,3,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,13,0,No,Higher Cost
tour_idqqnegurl,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Higher Cost
tour_id6qn8ejq2,Ireland,Europe,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost
tour_idciavpjg8,Italy,Europe,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,8,0,No,Normal Cost
tour_idyoisnkih,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_idkwwvo1wf,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,30,0,Yes,Normal Cost
tour_idqllc5gi0,United States of America,North America,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,9,0,Yes,High Cost
tour_idjh27asc7,United Kingdom,Europe,45-64,Spouse,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,9,6,No,Highest Cost
tour_id4hbxznc5,United States of America,North America,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,7,Yes,Higher Cost
tour_id5otpgmfd,Brazil,South America,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,Higher Cost
tour_id5n4xosiw,United Kingdom,Europe,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,0,No,Low Cost
tour_id6xcrwfrn,United States of America,North America,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Yes,Higher Cost
tour_idyngq6rxn,Netherlands,Europe,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,12,0,No,Higher Cost
tour_idzj0jzonk,United Kingdom,Europe,25-44,Alone,0,1,Visiting Friends and Relatives,Mountain Climbing,Trade fair,Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idhw5srl1w,New Zealand,Australia,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Higher Cost
tour_idrn8c00pk,Italy,Europe,25-44,With children,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idf7gzjvhv,South Africa,Africa,18-24,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,Highest Cost
tour_id8073u8ch,United States of America,North America,18-24,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,0,Yes,Normal Cost
tour_idin1uhn7q,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
tour_idg6t5w01k,South Africa,Africa,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,0,7,Yes,Highest Cost
tour_idvkz0a3yo,South Africa,Africa,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Highest Cost
